"lon","lat","Ruído","N..Estações","Distância.min","mun"
-37.681035476276,-7.36550922938594,-70.3961722988126,20,17491.1371701792,"IMACULADA"
-37.7385141186,-7.39060376179376,-70.6840711206556,16,18080.6061789113,"OLHO D ÁGUA"
-37.7691514648081,-7.39605131130637,-70.2480157926711,14,17195.3183376877,"OLHO D ÁGUA"
