".","lon","lat","Ruído","N..Estações","Distância.min","optional"
"CACIMBA DE AREIA",-37.1523187044155,-7.07724262959045,-59.8121392059123,86,5171.49835657106,TRUE
"QUIXABÁ",-37.063089446056,-7.04408656129335,-64.459635252101,87,8830.61993384662,TRUE
"CACIMBAS",-37.0571387545284,-7.17433600173053,-57.5360531026655,78,3979.34951487253,TRUE
"CACIMBA DE AREIA",-37.1157930966079,-7.1740093419673,-61.8913445931265,100,6570.17080938935,TRUE
"TAPEROÁ",-36.9192113570248,-7.28485428587255,-65.9278917549682,33,10456.9256094627,TRUE
"PATOS",-37.2915344267463,-6.91766323567089,-56.364287825708,73,3477.15317036389,TRUE
"SALGADINHO",-36.8178198945321,-7.11924571263325,-56.3981049017782,31,3490.71727935095,TRUE
"DESTERRO",-37.1038985790297,-7.2518732008636,-58.5547156566644,63,4474.50722366218,TRUE
"CACIMBAS",-37.0522952863326,-7.22093794260826,-47.9973688057052,58,1327.02123040048,TRUE
"TAPEROÁ",-36.9922702310219,-7.20510442961194,-55.5640644947911,49,3171.11984483826,TRUE
"DESTERRO",-37.0300995537623,-7.27696028571763,-61.6783131368041,56,6410.98982418101,TRUE
"SALGADINHO",-36.8836057484228,-7.13896083201934,-60.9891313866497,37,5921.96723287914,TRUE
"AREIA DE BARAÚNAS",-36.9440955483665,-7.13304496962764,-46.7715208459998,39,1152.35283078308,TRUE
"TAPEROÁ",-36.9547077714311,-7.2691475051567,-66.0438955681822,41,10597.5191279956,TRUE
"PATOS",-37.2665349736422,-6.98024291578867,-56.7174580725914,83,3621.44867334748,TRUE
"CACIMBAS",-37.0140323289748,-7.17755845711753,-56.0702664989882,46,3361.41981365379,TRUE
"DESTERRO",-37.1050323520399,-7.29141031646822,-51.640034550938,67,2018.41822191219,TRUE
"AREIA DE BARAÚNAS",-36.9299596062706,-7.06266040446889,-62.1913234830003,34,6801.04431785345,TRUE
"SÃO MAMEDE",-37.0696508608604,-6.98046984766797,-61.8336175118434,77,6526.64973826492,TRUE
"LIVRAMENTO",-37.0003433862081,-7.2743594427472,-65.1174969496068,47,9525.42316437063,TRUE
"TAPEROÁ",-36.9965097541067,-7.20437500380166,-55.8299382720082,49,3269.68823264215,TRUE
"QUIXABÁ",-37.1425524706797,-7.00480639677216,-54.9350945035141,86,2949.60700422214,TRUE
