".","lon","lat","Ruído","N..Estações","Distância.min","optional"
"SÃO JOSÉ DA LAGOA TAPADA",-38.2246847005746,-6.9717230901926,-62.530654000309,40,7071.99802512781,TRUE
"APARECIDA",-38.0420277807581,-6.6986205284822,-66.1455484994986,39,10722.272878444,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.2254934053355,-6.91112495857414,-63.2025362388062,39,7640.75444320435,TRUE
"AGUIAR",-38.2399223089171,-7.041933041449,-65.204563212412,32,9621.38495636357,TRUE
"SÃO JOSÉ DE PIRANHAS",-38.3482059741811,-7.10925977424376,-63.5381751030877,33,7941.78610084138,TRUE
"PIANCÓ",-37.9184275523013,-7.11795554068994,-64.5502732465583,12,8923.25066541972,TRUE
"SÃO DOMINGOS",-37.9082310411333,-6.81304164001375,-57.1873243762846,19,3822.7478218561,TRUE
"AGUIAR",-38.1602419760031,-7.01166679666966,-62.7574161529389,42,7259.05753067288,TRUE
"SÃO DOMINGOS",-37.947482101824,-6.80708813379642,-47.6691952179237,25,1277.81855925161,TRUE
"COREMAS",-37.9280955006554,-7.03216098217417,-52.3923694160178,21,2201.03982948618,TRUE
"SOUSA",-38.3016998293762,-6.83166924914002,-60.9410414268924,63,5889.27049599899,TRUE
"APARECIDA",-38.033758329898,-6.88492551135022,-67.1369439491083,43,12018.676015612,TRUE
"COREMAS",-38.062553540659,-6.99721185587004,-67.6402616771311,17,12735.691033048,TRUE
"COREMAS",-37.9546265868422,-7.03116149284068,-49.5212671336571,18,1581.51307733869,TRUE
"APARECIDA",-38.0246954223559,-6.71239473627537,-65.8652578736932,40,10381.7920212703,TRUE
"MARIZÓPOLIS",-38.3037860734341,-6.79525734336238,-60.873834609772,55,5843.87827467996,TRUE
"APARECIDA",-38.0659211374306,-6.83816571525421,-60.9373088799066,38,5886.74027084948,TRUE
"COREMAS",-38.0047832694556,-7.11026470494579,-67.0630348655137,20,11916.8418001811,TRUE
"SOUSA",-38.2569999705021,-6.78127250381403,0,45,472.913708023823,TRUE
"POMBAL",-37.9244431316339,-6.91815208030056,-66.5904445652276,22,11285.7820503604,TRUE
"SOUSA",-38.2629940497874,-6.75015651368193,-56.7451957547908,47,3633.03196047887,TRUE
"AGUIAR",-38.234386216821,-7.12713398287196,-63.6792813355246,29,8071.85770808138,TRUE
"AGUIAR",-38.1433180184987,-7.06767069377128,-57.7128034399654,28,4061.15534983723,TRUE
"SÃO DOMINGOS",-37.8942767877317,-6.82984830698587,-60.3537379898938,19,5504.22692214697,TRUE
"AGUIAR",-38.2365547631354,-7.05798762527883,-63.9850609210153,30,8361.08188513687,TRUE
"PIANCÓ",-37.8929855952457,-7.16141190080561,-60.1669350071658,11,5387.11418677025,TRUE
"SOUSA",-38.2689517439295,-6.7501338379563,-57.3828430194673,51,3909.77334693449,TRUE
"NAZAREZINHO",-38.306646282873,-6.99963021735784,-61.191468077737,61,6061.53803467061,TRUE
"PIANCÓ",-37.9567788764554,-7.13816432821222,-63.0278370765361,19,7488.61122469462,TRUE
"SOUSA",-38.2630277591244,-6.85232889387879,-63.5030669406594,45,7909.75037492029,TRUE
"COREMAS",-37.9737641561962,-7.11185641310766,-66.0329173266693,23,10584.1332070531,TRUE
"SÃO JOSÉ DE PIRANHAS",-38.3405844825039,-7.10691930496722,-63.2769185069157,33,7706.46758572415,TRUE
"COREMAS",-37.9529399666655,-7.00583454213228,-50.8779857813274,22,1848.87997965939,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.0999651530011,-6.90138270069037,-64.4326484265603,41,8803.2260132928,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.2228870566188,-6.94148439870805,-61.5430026010007,40,6311.89202206563,TRUE
"SOUSA",-38.2644028734368,-6.80518057061017,-54.8309706939479,47,2914.45910250579,TRUE
"COREMAS",-37.9866131876781,-7.00318855853874,-59.486587723577,17,4981.25548427048,TRUE
"CARRAPATEIRA",-38.3305888414335,-7.03348103064235,-50.6193708560821,45,1794.64260410296,TRUE
"COREMAS",-37.8972676418208,-7.01719704972237,-59.9004817225136,22,5224.36506674247,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.0556440615048,-6.94756682639599,-67.2522655407116,40,12179.3106460422,TRUE
"SÃO DOMINGOS",-37.9401302810012,-6.76852733295999,-60.227948778802,24,5425.08902946382,TRUE
"COREMAS",-37.9856167902191,-6.96148206797551,-63.5201974181978,22,7925.36552896249,TRUE
"APARECIDA",-38.0732477093999,-6.7587963465241,-55.8332373821602,38,3270.93037489174,TRUE
"SOUSA",-38.1732896712794,-6.8510038063734,-66.0064428926431,43,10551.9220754787,TRUE
"POMBAL",-37.8603398097631,-6.82526345519472,-63.8440530685617,19,8226.44283444752,TRUE
"SOUSA",-38.2038572269677,-6.69989216622088,-62.3480498711529,50,6924.87477444535,TRUE
"COREMAS",-38.0021978371962,-7.09142115750473,-65.5966826432128,20,10065.6902751631,TRUE
"COREMAS",-38.0280759199242,-7.11572773036204,-68.4394228407431,19,13963.058988487,TRUE
"POMBAL",-37.964495649184,-6.93999457001809,-64.7835383271069,27,9166.13706345222,TRUE
"SÃO DOMINGOS",-37.9405264549143,-6.80469284768805,-48.6837950526044,25,1436.14795233722,TRUE
"COREMAS",-38.0398296151263,-7.04401643903583,-66.2016759552399,19,10791.783608016,TRUE
"APARECIDA",-38.0541309369448,-6.83648363341235,-61.4223862872606,41,6224.84791251261,TRUE
"SÃO JOSÉ DE PIRANHAS",-38.3444215452484,-7.14738357652567,-63.5210456992146,35,7926.13957349996,TRUE
"SÃO JOSÉ DE PIRANHAS",-38.3453616705675,-7.14186639633153,-64.0988843656339,35,8471.36996809733,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.2463681779056,-6.89596813466523,-64.0210543757207,43,8395.80125623191,TRUE
"COREMAS",-38.0487917890725,-6.98841564919457,-67.1268622633291,17,12004.7340675386,TRUE
"APARECIDA",-38.0315421016141,-6.86357005048666,-65.6102551186055,45,10081.4311068422,TRUE
"APARECIDA",-38.0347977059147,-6.87739641630214,-66.5419267149717,45,11222.91739773,TRUE
"POMBAL",-37.8870498799671,-6.72663840689819,-66.1951588209673,23,10783.6894314805,TRUE
"MARIZÓPOLIS",-38.3325362112093,-6.86014023915522,-54.6768873026351,63,2863.21391380427,TRUE
"APARECIDA",-38.1274588586249,-6.74701645088971,-62.1402739262529,45,6761.18979081856,TRUE
"SÃO DOMINGOS",-37.9085333080449,-6.76905953701243,-61.8587101492801,22,6545.53181585198,TRUE
"SOUSA",-38.3260391999221,-6.71797340506345,-66.1511579299196,49,10729.199661046,TRUE
"MARIZÓPOLIS",-38.3362757462029,-6.78708647136699,-61.9943042674269,65,6648.51486466719,TRUE
"SOUSA",-38.2002864218968,-6.85990767219227,-65.7360704193056,43,10228.5236032866,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.0613653154298,-6.89998666572973,-67.5636755575291,39,12623.8902032139,TRUE
"SÃO DOMINGOS",-37.9740423513296,-6.86145980845794,-61.0238480695089,24,5945.68414374284,TRUE
"SOUSA",-38.2116683730575,-6.79007946365636,-54.3956882910741,47,2772.00395301414,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.213399306843,-6.90453847093631,-62.4214227166858,39,6983.61946113141,TRUE
